title,tag_stem
Rocky III,rocky collection drama united artists world champion rocky balboa living luxury fighting opponents pose threat ring lifestyle wealth idleness shaken powerful young fighter known clubber lang challenges bout taking pounding lang humbled champ turns former bitter rival apollo creed help regain form rematch lang
E.T. the Extra-Terrestrial,science fiction adventure family fantasy universal pictures amblin entertainment gentle alien becomes stranded earth discovered befriended young named elliott bringing extraterrestrial suburban california house elliott introduces alien dubbed brother little sister gertie children decide keep existence secret soon however falls resulting government intervention dire situation elliott alien
Friday the 13th Part 2,friday collection horror thriller paramount pictures georgetown productions five years horrible bloodbath camp crystal lake seems jason voorhees demented mother past paul opens camp close infamous site ignoring warnings stay away sexuallycharged group counselors follow including child psychologist major ginny jason hiding time ready revenge
Escape from New York,escape collection science fiction action avco embassy pictures goldcrest films international international film investors city film island manhattan walled turned giant maximum security prison within countrys worst criminals left form anarchic society however president united states crash lands island authorities turn former soldier current convict snake plissken rescue
Raiders of the Lost Ark,indiana jones collection adventure action lucasfilm paramount pictures indiana jones tweedsuited professor happens celebrated archaeologist hired government locate legendary covenant finds entire nazi regime
Das Boot,action drama history adventure radiant film gmbh ddeutscher rundfunk columbia pictures corporation bavaria film westdeutscher rundfunk twin bros productions german submarine hunts allied ships second world soon becomes hunted crew tries survive surface stretching boat limits
Mad Max 2: The Road Warrior,collection adventure action thriller science fiction kennedy miller productions rockatansky returns heroic loner drives dusty roads postapocalyptic australian outback unending search gasoline arrayed scraggly defendants fueldepot encampment bizarre warriors commanded charismatic lord humungus violent leader whose scruples barren surrounding landscape
Halloween II,halloween collection horror thriller universal pictures failing kill stubborn survivor laurie taking bullet former psychiatrist loomis michael myers followed laurie haddonfield memorial hospital shes admitted myers attempt life institution proves particularly suited serial killers however myers cuts stabs slashes hospital staff reach favorite victim
The Evil Dead,evil dead collection horror renaissance pictures group college students finds mysterious book recording wilderness cabin theyve rented weekend unwittingly unleash demonic force surrounding forest
An American Werewolf in London,horror comedy universal pictures guberpeters company american werewolf lyncanthrope films american tourists england attacked werewolf none locals admit exists
For Your Eyes Only,james bond collection adventure action thriller united artists productions british ship sunk board hitech encryption device james bond sent find device holds british launching instructions enemy soviets first
The Fox and the Hound,hound collection adventure animation drama family walt disney productions feisty little named adopted farm family quickly becomes friends adorable hound puppy named copper life full hilarious adventures copper expected take role hunting object search best friend
Airplane!,airplane collection comedy paramount pictures alcoholic pilot striker developed fear flying wartime trauma nevertheless boards passenger attempt back stewardess girlfriend food poisoning decimates passengers crew leaving striker land plane help gluesniffing traffic controller strikers vengeful former force captain must talk
Superman II,superman collection action adventure fantasy science fiction warner bros dovemead films film export three escaped criminals planet krypton test steels mettle kryptonians take control white house partner luthor destroy superman rule world superman attempts make human order closer lois realizes responsibility save planet
Cannibal Holocaust,adventure horror cinematografica york university professor returns rescue mission amazon rainforest footage shot lost team documentarians making film areas local cannibal tribes
The Blue Lagoon,blue lagoon collection romance adventure drama columbia pictures corporation small children ships cook survive shipwreck find safety idyllic tropical island soon however cook dies young girl left days become years emmeline brooke shields richard christopher atkins make home surrounded exotic creatures natures beauty ever civilization
Caddyshack,caddyshack collection comedy orion pictures warner bros exclusive country club ambitious young caddy danny noonan eagerly pursues caddy scholarship hopes attending college turn avoiding lumber yard order succeed must first favour elitist judge smails caddy golf tournament smails sponsors
The Empire Strikes Back,star wars collection adventure action science fiction lucasfilm twentieth century film corporation epic saga continues luke skywalker hopes defeating evil galactic empire learns ways jedi aging master yoda darth vader determined ever capture luke meanwhile rebel leader princess leia cocky solo chewbacca droids thrown various stages capture betrayal despair
The Shining,horror thriller hawk films warner bros peregrine jack torrance accepts caretaker overlook hotel along wife wendy danny must live isolated rest world winter arent prepared madness lurks within
Raging Bull,drama united artists jake lamotta steps boxing ring obliterates opponent prizefighter treats family friends ticking time bomb ready moment though lamotta wants familys love something always seems come perhaps violent bouts paranoia jealousy kind rage helped make champ real life winds ring alone
The Blues Brothers,blues brothers collection music comedy action crime universal pictures jake blues jail teams brother elwood mission raise funds orphanage grew thing best play music band together theyre getting trouble
The Elephant Man,drama history brooksfilms victorian surgeon rescues heavily disfigured mistreated owner sideshow freak behind monstrous revealed person great intelligence sensitivity based true story joseph merrick called john merrick film severely deformed century london
The Fog,horror avco embassy pictures debra hill productions strange things begin occurs tiny california coastal town prepares commemorate centenary inanimate objects spring eerily life malone stumbles upon dark secret towns founding radio announcer stevie witnesses mystical fire hitchhiker elizabeth discovers mutilated corpse fisherman mysterious iridescent descends upon village people start
Apocalypse Now,drama united artists zoetrope studios height vietnam captain benjamin willard sent dangerous mission officially exist ever exist goal locate eliminate mysterious green beret colonel named walter kurtz leading personal army illegal guerrilla missions enemy territory
Stalker,drama science fiction thriller mosfilm near gray unnamed city zone place guarded barbed wire soldiers normal laws physics victim frequent anomalies stalker guides zone specifically area deep seeded desires granted
Kramer vs. Kramer,drama columbia pictures kramer career work comes family wife joanna take anymore decides leave faced tasks housekeeping taking care young billy
The Warriors,action adventure crime drama thriller paramount pictures prominent gang leader cyrus calls meeting yorks gangs aside turf wars take city meeting rival leader kills cyrus coney island gang called warriors wrongly blamed cyrus death know cops every gangbanger town warriors trail
Alien,alien collection horror action thriller science fiction twentieth century film corporation brandywine productions return earth commercial spaceship nostromo intercepts distress signal distant planet threemember team crew discovers chamber containing thousands eggs planet creature inside eggs attacks explorer entire crew unaware impending nightmare descend upon alien parasite planted inside unfortunate host birthed
Mad Max,collection adventure action thriller science fiction kennedy miller productions films crossroads dystopian future australia vicious biker gang murders cops family makes fight personal
Rocky II,rocky collection drama united artists rocky goes distance champ apollo creed fight behind move rocky settles adrian cant life together outside ring creed seeks rematch restore reputation soon enough master disaster italian stallion collision course climactic battle brutal unforgettable
Escape from Alcatraz,crime drama paramount pictures malpaso company escape alcatraz tells story three ever escape infamous maximum security prison alcatraz years seemingly impenetrable federal penitentiary housed capone birdman robert stroud broken three never heard
Star Trek: The Motion Picture,star trek original series collection science fiction adventure mystery paramount pictures destructive space entity spotted approaching earth admiral kirk resumes command starship enterprise order intercept examine hopefully stop
Manhattan,comedy drama romance united artists jack rollins charles joffe productions life divorced television writer dating teenage girl complicated falls love best friends mistress
Moonraker,james bond collection action adventure thriller science fiction united artists productions transportation space shuttle boeing crashes atlantic ocean look destroyed shuttle james bond investigates missing mission space shuttle soon learns shuttles owner hugo drax wants kill mankind
Life of Brian,comedy handmade films python monty pictures brian cohen average young jewish series ridiculous events gains reputation messiah dodging followers scolded shrill mother hapless brian contend pompous pontius pilate acronymobsessed members separatist movement rife monty pythons signature absurdity tale finds brians life paralleling biblical lore albeit many laughs
Grease,grease collection romance paramount pictures robert stigwood organization australian good girl sandy greaser danny fell love summer unexpectedly discover theyre high school able rekindle romance despite eccentric friends
The Deer Hunter,drama universal pictures films group workingclass friends decides enlist army vietnam finds hellish chaos noble venture imagined left steven married pregnant girlfriend michael nick love woman three different upon return
Superman,superman collection action adventure fantasy science fiction warner bros dovemead films film export mildmannered clark kent works reporter daily planet alongside crush lois lane whos love superman clark must summon superhero alter nefarious luthor launches plan take world
Midnight Express,drama crime columbia pictures casablanca filmworks billy hayes caught attempting smuggle drugs turkey turkish courts decide make example sentencing years prison hayes opportunities release appeals made lawyer family american government midnight express
Animal House,comedy universal pictures oregon film factory stage productions college dean vernon wormer determined expel entire delta fraternity troublemakers plans
Jaws 2,jaws collection horror thriller universal pictures police chief brody must protect citizens amity second monstrous shark begins terrorizing waters
Suspiria,three mothers collection horror seda spettacoli moment arrives freiberg germany attend prestigious tans academy american balletdancer suzy bannion senses something horribly evil lurks within walls ageold institution
Eraserhead,drama fantasy horror science fiction american film institute libra films henry spencer tries survive industrial environment angry girlfriend unbearable screams newly born mutant child
The Rescuers,rescuers collection fantasy family animation adventure walt disney productions little mice possibly save orphan girl whos fallen evil hands little cooperation faith oneself anything possible members mouserun international rescue society bernard miss bianca respond orphan pennys call help mice search clues help named rufus
Annie Hall,comedy drama romance united artists city york comedian alvy singer falls love ditsy annie hall
Close Encounters of the Third Kind,science fiction drama columbia pictures corporation films julia phillips michael phillips productions encounter ufos line worker feels undeniably drawn isolated area wilderness something spectacular happen
The Spy Who Loved Me,james bond collection adventure action thriller united artists productions danjaq russian british submarines nuclear missiles board vanish sight without trace england russia blame james bond tries solve riddle disappearing ships also agent case
Star Wars,star wars collection adventure action science fiction lucasfilm twentieth century film corporation princess leia captured held hostage evil imperial forces effort take galactic empire venturesome luke skywalker dashing captain solo team together loveable robot rescue beautiful princess restore peace justice empire
Saturday Night Fever,saturday night fever collection drama music paramount pictures robert stigwood organization tony manero brooklyn paintstore clerk whod give anything break deadend existence life tony peasant disco dance floor king soundtrack plays gees another whitesuited tony struts stuff amidst flashing lights sweaty undulating bodies tonys class aspirations mirrored relationship dance partner secretary eager move glamorous world manhattan
The Outlaw Josey Wales,drama western warner bros malpaso company avenging familys brutal murder wales pursued pack soldiers prefers travel alone ragtag outcasts drawn wales cant bring leave unprotected
Network,drama united artists metrogoldwynmayer network cynically exploits deranged extv anchors ravings revelations media profit
All the President's Men,drama history mystery thriller wildwood enterprises warner bros runup elections washington post reporter woodward covers seems minor breakin democratic party national headquarters surprised find lawyers already defense case discovery names addresses republican fund organizers accused arouses suspicions editor post prepared story assigns woodward carl bernstein find trail leading higher higher republican party eventually white house
Rocky,rocky collection drama united artists world heavyweight boxing champion apollo creed wants give unknown fighter shot title publicity stunt handlers choose palooka rocky balboa uneducated collector philadelphia loan shark rocky teams trainer mickey goldmill make lifetime break
The Omen,omen collection horror thriller twentieth century film corporation mace neufeld productions immediately miscarriage diplomat robert thorn adopts newborn damien without knowledge wife know devil classic horror film gregory peck
Taxi Driver,crime drama columbia pictures corporation italojudeo productions billphillips mentally unstable vietnam veteran works nighttime taxi driver york city perceived decadence sleaze feeds urge violent action attempting save preadolescent prostitute process
Dog Day Afternoon,crime drama thriller artists entertainment complex warner bros robs bank lovers operation turns hostage situation media circus
Jaws,jaws collection horror thriller adventure universal pictures zanuckbrown productions insatiable great white shark terrorizes townspeople amity island police chief oceanographer grizzled shark hunter seek destroy bloodthirsty beast
Barry Lyndon,drama romance hawk films warner bros peregrine eighteenth century small village ireland redmond barry young farm love cousin nora brady nora engages british captain john quin barry challenges duel pistols wins escapes dublin robbed road without alternative barry joins british army fight seven years
"Salò, or the 120 Days of Sodom",history drama horror united artists productions artistes associ produzioni europee associati criterion collection four corrupted fascist libertines round teenage boys girls subject days sadistic physical mental sexual torture
The Rocky Horror Picture Show,rocky horror collection comedy horror music science fiction twentieth century film corporation michael white productions sweethearts brad janet stuck flat tire storm discover eerie mansion franknfurter transvestite scientist innocence lost brad janet meet houseful wild characters including rocking biker creepy butler elaborate dances rock songs franknfurter unveils latest creation muscular named rocky
Monty Python and the Holy Grail,adventure comedy fantasy python monty pictures limited michael white productions national film trustee company twickenham film studios king arthur accompanied squire recruits knights round table including bedevere wise lancelot brave robin notquitesobraveassirlancelot galahad pure arthur battles black knight despite limbs chopped insists still fight reach camelot arthur decides enter silly place
One Flew Over the Cuckoo's Nest,drama united artists fantasy films warner bros serving time insanity state mental hospital implacable rabblerouser randle patrick mcmurphy inspires fellow patients rebel authoritarian rule head nurse mildred ratched
Chinatown,jake gittes collection crime drama mystery thriller paramount pictures penthouse long road productions private jake gittes lives murky moral climate sunbaked preworld southern california hired beautiful socialite investigate husbands extramarital affair gittes swept maelstrom double dealings deadly deceits uncovering personal political scandals come crashing together
The Man with the Golden Gun,james bond collection adventure action thriller united artists productions danjaq golden bullet engraved smashes secret service headquarters bullet came professional killer scaramanga miss target james bond begins mission stop
The Godfather: Part II,godfather collection drama crime paramount pictures coppola company continuing saga corleone crime family young vito corleone grows sicily york michael corleone attempts expand family business vegas hollywood cuba
Young Frankenstein,comedy science fiction twentieth century film corporation crossbow productions gruskoffventure films jouer limited young neurosurgeon inherits castle grandfather famous victor frankenstein castle finds funny hunchback pretty assistant elderly housekeeper young frankenstein believes work grandfather delusional discovers book doctor described reanimation experiment suddenly changes mind
The Texas Chain Saw Massacre,texas chainsaw massacre collection horror line cinema vortex five friends visiting grandfathers house country hunted terrorized chainsaw wielding killer family graverobbing cannibals
The Conversation,crime drama mystery paramount pictures coppola company directors company surveillance expert harry caul gene hackman hired mysterious clients brusque aide harrison ford tail young couple mark frederic forrest cindy williams tracking pair franciscos union square caul associate stan john cazale manage record cryptic conversation tormented memories previous case ended badly caul becomes obsessed resulting tape trying determine couple danger
Blazing Saddles,western comedy crossbow productions warner bros town everyone seems named johnson railroad order grab land hedley lemar politically connected nasty person sends henchmen make town unlivable sheriff killed town demands sheriff governor hedley convinces send town first black sheriff west
Mean Streets,drama crime scorsese productions smalltime hood must choose among love friendship chance rise within
Soylent Green,mystery science fiction thriller metrogoldwynmayer overpopulated futuristic earth york police detective finds marked murder government agents gets close bizarre state secret involving origins revolutionary needed foodstuff
Westworld,westworld collection action adventure drama horror science fiction thriller western metrogoldwynmayer futuristic resort wealthy patrons visit recreations different time periods experience wildest fantasies lifelike robots richard benjamin opts wild west gets bargained gunslinger robot goes berserk
Live and Let Die,james bond collection adventure action thriller united artists productions danjaq james bond must investigate mysterious murder case british agent orleans soon finds gangster boss named
The Exorcist,exorcist collection drama horror thriller warner bros hoya productions yearold regan macneil begins adapt explicit personality strange events befall local area georgetown mother becomes torn science superstition desperate save daughter ultimately turns last hope father damien karras troubled priest struggling faith
American Graffiti,american graffiti collection comedy drama lucasfilm universal pictures coppola company couple high school graduates spend final night cruising strip buddies college
Enter the Dragon,action crime thriller golden harvest company concord productions warner bros sequoia productions martial artist agrees reclusive crime lord using invitation tournament cover
Badlands,crime drama pressmanwilliams warner bros jill jakes production badlands company dramatization starkweatherfugate killing spree teenage girl twentysomething boyfriend slaughtered entire family several others dakota badlands
Serpico,crime drama history paramount pictures laurentiis entertainment group artists entertainment complex reallife struggle honest york city corrupt system
Papillon,crime drama solar productions allied artists pictures coronageneral befriends fellow criminal begin serving sentence dreadful prison island inspires plot escape
The Sting,sting collection comedy crime drama universal pictures intricate caper deals ambitious smalltime crook veteran seek revenge vicious crime lord murdered gang
The Godfather,godfather collection drama crime paramount pictures alfran productions spanning years chronicle fictional italianamerican corleone crime family organized crime family patriarch vito corleone barely survives attempt life youngest michael steps take care wouldbe killers launching campaign bloody revenge
Deliverance,drama adventure thriller warner bros elmer enterprises intent seeing cahulawassee river turned huge lake outdoor fanatic lewis medlock takes friends riverrafting trip theyll never forget dangerous american backcountry
Duel,movie action thriller universal television travelling businessman david mann angers driver rusty tanker whilst crossing californian desert simple trip turns deadly mann struggles stay road tanker plays mouse life
A Clockwork Orange,science fiction drama hawk films warner bros demonic gangleader alex goes spree rape mugging murder pack droogs also likes beethovens ninth inout inout later finds mercy state brainwashing experiment designed take violence streets
Diamonds Are Forever,james bond collection adventure action thriller united artists productions danjaq diamonds stolen sold international market james bond infiltrates smuggling mission find guilty mission takes vegas bond meets archenemy blofeld
Willy Wonka & the Chocolate Factory,family fantasy paramount pictures david wolper productions eccentric candy willy wonka prompts worldwide frenzy announces golden tickets hidden inside five delicious candy bars admit lucky holders topsecret confectionary wonka agenda hidden amid world oompa loompas chocolate rivers
The French Connection,french connection collection action crime thriller twentieth century film corporation dantoni productions schinemoore productions tough narcotics detective popeye doyle pursuit suave french drug dealer huge heroinsmuggling operation
Dirty Harry,dirty harry collection action crime thriller warner bros malpaso company madman dubbed scorpio terrorizes francisco hardnosed harry callahan famous takenoprisoners approach enforcement tasked hunting psychopath harry eventually collars scorpio process rescuing kidnap victim walk technicalities maverick detective determined nail maniac
Patton,drama history twentieth century film corporation patton tells tale general george patton famous tank commander world film begins pattons career north africa progresses invasion germany fall third reich side plots also speak pattons numerous faults temper habit towards insubordination
Beneath the Planet of the Apes,planet apes original collection adventure science fiction mystery twentieth century film corporation apjac productions astronaut brent sent rescue taylor crash lands planet apes like taylor original film taylor disappeared forbidden zone brent nova follow find discovers cult humans fear apes latest military movements finds middle tension mounts climactic battle deep bowels planet
The Aristocats,animation comedy family adventure walt disney productions madame adelaide bonfamille leaves fortune duchess children bonfamilles prize family domesticated house cats butler plots steal money kidnaps heirs leaving country road seems lost wily thomas omalley jazzplaying alley cats come aristocatss rescue
Midnight Cowboy,drama united artists florin productions jerome hellman productions naive male prostitute sickly friend struggle survive streets york city
Butch Cassidy and the Sundance Kid,history drama western crime twentieth century film corporation campanile productions newmanforeman productions late wyoming butch cassidy affable clever talkative leader outlaw hole wall gang closest companion laconic deadshot sundance west rapidly becomes civilized finally catches butch sundance gang chased doggedly special posse decide make south america hopes evading pursuers
Easy Rider,adventure drama columbia pictures raybert productions pando company crosscountry trip sell drugs puts hippie bikers collision course smalltown prejudices
On Her Majesty's Secret Service,james bond collection adventure action thriller united artists productions danjaq james bond tracks archnemesis ernst blofeld mountaintop retreat training army beautiful lethal women along bond falls italian contessa tracy draco marries order closer blofeld meanwhile locates blofeld alps embarks classic chase
Once Upon a Time in the West,western paramount pictures rafran cinematografica finanzia marco classic western masterpiece epic film widow whose land life danger railroad getting closer closer taking mysterious harmonica player joins forces desperado protect woman land
Rosemary's Baby,rosemary baby collection horror drama mystery paramount pictures william castle productions young couple moves infamous york apartment building start family things become frightening rosemary begins suspect unborn baby isnt safe around strange neighbors
2001: A Space Odyssey,space odyssey series science fiction mystery adventure stanley kubrick productions metrogoldwynmayer humanity finds mysterious object buried beneath lunar surface sets find origins help worlds advanced super computer
Night of the Living Dead,living dead collection horror laurel group color films image market square productions group people survive attack bloodthirsty zombies trapped rural pennsylvania farmhouse although first zombie film night living dead progenitor contemporary zombie apocalypse horror film greatly influenced modern popculture zombie archetype
The Dirty Dozen,dirty dozen collection action adventure metrogoldwynmayer seven arts pictures american military prisoners world ordered infiltrate wellguarded enemy teau kill nazi officers vacationing soldiers facing death sentences variety violent crimes agree mission possible commuting sentences
Cool Hand Luke,crime drama warner bros jalem productions petty criminal luke jackson sentenced years florida prison farm doesnt play rules either sadistic warden yards resident heavy dragline ends admiring guys unbreakable lukes bravado even face repeated stints prisons dreaded solitary confinement cell make rebel hero fellow convicts thorn side prison officers
The Graduate,drama lawrence turman recent college graduate finds love triangle older woman daughter
You Only Live Twice,james bond collection action thriller adventure productions mysterious space craft kidnaps russian american space capsule brings world verge another world james bond investigates case japan meets archenemy blofeld fifth film legendary james bond series starring sean connery british super agent
Bonnie and Clyde,crime drama tatirahiller productions warner brothersseven arts bonnie clyde based true stories gangster pair bonnie parker clyde barrow began robbing banks cities eventually killed film major landmark aesthetic movement known hollywood
How the Grinch Stole Christmas!,animation family comedy television productions bitter hateful grinch irritated thought nearby village happy time celebrating christmas disguised santa claus made look like reindeer raids village steal christmas things village sure christmas year
Persona,drama svensk filmindustri young nurse alma charge elisabeth vogler actress seemingly healthy respects talk spend time together alma speaks elisabeth constantly never receiving answer alma eventually confesses secrets seemingly sympathetic elisabeth finds personality submerged elisabeths persona
"The Good, the Bad and the Ugly",name collection western united artists constantin film produktion produzioni europee associati arturo gonz producciones cinematogr ficas civil rages union confederacy three quiet loner ruthless mexican bandit comb american southwest search strongbox containing stolen gold
For a Few Dollars More,name collection western constantin film produktion produzioni europee associati bounty hunters pursuit indio wanted fugitives western territories gang
Thunderball,james bond collection adventure action thriller productions metrogoldwynmayer criminal organization obtained nuclear bombs asking million pound ransom form diamonds seven days weapons secret service sends james bond bahamas save world
The Sound of Music,drama family music romance twentieth century film corporation robert wise productions argyle enterprises film adaptation classic rodgers hammerstein musical based becomes governess austrian family
Mary Poppins,comedy family fantasy walt disney productions movie combines diverting story songs color sequences live action blended movements animated figures mary poppins kind supernanny flies umbrella response request banks children proceeds things right rather extraordinary magical powers flying
Goldfinger,james bond collection adventure action thriller united artists productions danjaq special agent sean connery comes face face notorious villains time must outwit outgun powerful tycoon prevent cashing devious scheme raid fort knox obliterate worlds economy
My Fair Lady,drama family music romance warner bros misogynistic snobbish phonetics professor agrees wager take flower girl make presentable high society
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,drama comedy hawk films columbia pictures corporation insane general jack ripper initiates nuclear strike soviet union soon actions general buck turgidson discovered room full politicians generals russian diplomat frantically stop nuclear strike near scene probably uniquely unforgettable performance slim pickens movie career peter sellers plays multiple roles film
A Fistful of Dollars,name collection western united artists constantin film produktion jolly film ocean films name enters mexican village miguel midst power struggle among three rojo brothers sheriff john baxter regiment mexican soldiers bearing gold intended weapons waylaid rojo brothers stranger inserts middle longsimmering battle selling false information sides benefit
Charade,comedy mystery romance thriller universal pictures regina lampert falls dashing peter joshua skiing holiday french alps discovers upon return paris husband murdered soon peter giving chase three late husbands world cronies scobie gideon quarter million dollars quartet stole behind enemy lines peter keep changing name
The Sword in the Stone,animation family walt disney productions wart young aspires knights squire hunting trip falls merlin powerful amnesiac wizard plans beyond mere squiredom starts trying give education believing education anywhere needless doesnt quite work
8½,fantasy drama cineriz francinex frederico fellini leaves selfportrait dreams reality help excellent cast unique scenery self reflecting film master works
The Birds,horror alfred hitchcock productions chic socialite melanie daniels enjoys passing flirtation eligible attorney francisco shop impulse follows hometown bearing gift lovebirds upon arrival bird population runs amok suddenly townsfolk face massive avian onslaught feathered fiends inexplicably attacking people bodega
The Great Escape,adventure drama history thriller united artists mirisch corporation nazis exasperated number escapes prison camps relatively small number allied prisoners relocates highsecurity escapeproof camp remainder undaunted prisoners plan ambitious escape attempts world based true story
From Russia with Love,james bond collection action thriller adventure united artists productions danjaq agent back second installment james bond series time battling secret crime organization known spectre russians rosa klebb kronsteen snatch decoding device known lektor using ravishing tatiana lure bond helping bond willingly travels meet tatiana istanbul must rely wits escape life series deadly encounters enemy
Lawrence of Arabia,adventure drama history horizon pictures epic british officer lawrences mission arab tribes revolt ottoman empire first world lawrence becomes flamboyant messianic figure cause arab unity psychological instability threatens undermine achievements
To Kill a Mockingbird,crime drama universal pictures small alabama town scrupulously honest highly respected lawyer atticus finch puts career line agrees represent robinson black accused rape trial events surrounding seen eyes finchs sixyearold daughter scout robinsons trial gives movie momentum plenty anecdotal occurrences court date scouts everstrengthening bond older brother friendship precocious young dill harris fathers nononsense reactions lifeanddeath crises rampaging especially scouts reactions relationship radley reclusive village idiot turns salvation attacked venomous bigot
Lolita,drama romance seven arts productions allied artists transworld pictures humbert humbert middleaged british novelist appalled attracted vulgarity american culture comes stay boarding house charlotte haze soon becomes obsessed lolita womans teenaged daughter
Dr. No,james bond collection adventure action thriller united artists productions film launched james bond saga agent battles mysterious scientific genius bent destroying space program countdown disaster begins bond must jamaica encounters beautiful honey ryder confront megalomaniacal villain massive island headquarters
Breakfast at Tiffany's,comedy drama romance paramount pictures jurowshepherd fortune hunter holly golightly finds captivated aspiring writer paul varjak whos moved building wealthy womans dime romance blooms paul holly golightly shows scene revealing hollys past
West Side Story,crime drama music united artists seven arts mirisch pictures slums upper west side manhattan york gang polishamerican teenagers called jets compete rival gang recently immigrated puerto ricans sharks neighborhood streets tensions high gangs kids rival gang fall love leading tragedy
Yojimbo,drama thriller toho company nameless ronin samurai master enters small village feudal japan rival businessmen struggling control local gambling trade taking name sanjuro kuwabatake ronin convinces silk merchant tazaemon sake merchant tokuemon hire personal bodyguard artfully sets motion fullscale gang ambitious unscrupulous
One Hundred and One Dalmatians,dalmatians animated collection adventure animation comedy family walt disney productions litter dalmatian puppies abducted minions cruella parents must find uses diabolical fashion statement
La Dolce Vita,comedy drama path consortium riama film soci nationale path criterion collection episodic journey italian journalist scouring rome search love
Spartacus,action drama history bryna productions universal international pictures spartacus american historical drama film directed stanley kubrick based novel name howard fast historical life spartacus third servile film stars kirk douglas rebellious slave spartacus leads violent revolt decadent roman empire film awarded four oscars stands today greatest classics sword sandal genre
Psycho,psycho collection drama horror thriller paramount pictures universal pictures shamley productions larcenous real estate clerk marion crane goes cash hopes starting life ends notorious bates motel manager norman bates cares housebound mother place seems quirky fine marion decides take shower
Breathless,drama crime soci nouvelle matographie films productions georges beauregard young thief kills policeman tries persuade girl hide italy
The Apartment,comedy drama romance united artists mirisch company baxter minor clerk huge york insurance company discovers quick climb corporate ladder lends apartment executives place take mistresses although often deal aftermath visits night left major problem solve
Some Like It Hot,comedy romance mirisch corporation ashton productions musicians witness struggle find city found gangsters opportunity join allgirl band leave tour make getaway must first disguise women keep identities secret deal problems brings attractive bandmate determined suitor
The 400 Blows,adventures antoine doinel drama films carrosse productions criterion collection young parisian antoine doinel life difficult situation another surrounded inconsiderate adults including neglectful parents antoine spends days best friend rene trying plan better life schemes goes awry antoine ends trouble leading even conflicts unsympathetic authority figures
North by Northwest,mystery thriller metrogoldwynmayer advertising roger thornhill mistaken triggering deadly crosscountry chase
Sleeping Beauty,fantasy animation romance family walt disney productions beautiful princess born faraway kingdom destined terrible curse prick finger spindle spinning wheel fall deep sleep awakened true loves first kiss determined protect parents three fairies raise hiding evil maleficent determined seal princesss fate
Vertigo,mystery romance thriller paramount pictures alfred hitchcock productions retired francisco detective suffering acrophobia investigates strange activities friends wife becoming dangerously obsessed
The Bridge on the River Kwai,drama history columbia pictures corporation horizon pictures classic story english pows burma forced build bridge effort japanese captors british american intelligence officers conspire blow structure nicholson commander supervised bridges construction acquired sense pride creation tries foil plans
Wild Strawberries,drama svensk filmindustri criterion collection professor medicine isak borg travels lund university order receive anniversary title along road meets strangers relatives dreams confronted past well fear insufficiency
12 Angry Men,drama united artists orionnova productions defense prosecution rested jury filing jury room decide young spanishamerican guilty innocent murdering father begins open shut case soon becomes minidrama jurors prejudices preconceptions trial accused
Paths of Glory,drama united artists bryna productions world commanding officer general broulard adolphe menjou orders subordinate general mireau george macready attack german trench position offering promotion incentive though mission foolhardy point suicide mireau commands subordinate colonel kirk douglas plan attack ends disaster general mireau demands courtmartial three random soldiers order save face
The Seventh Seal,fantasy drama svensk filmindustri criterion collection disillusioned swedish knight antonius block returns home crusades find country grips black death challenges death chess match life tormented belief exist block sets journey meeting traveling players wife becoming determined evade death long enough commit redemptive still lives
The Ten Commandments,drama history paramount pictures motion picture associates escaping death hebrew infant raised royal household become prince upon discovery true heritage moses embarks personal quest reclaim destiny leader liberator hebrew people
The Searchers,western whitney pictures warner bros civil veteran spends years searching young niece captured indians motivation becomes increasingly questionable
Lady and the Tramp,lady tramp collection family animation walt disney productions lady golden cocker spaniel meets mongrel calls tramp obviously wrong side town happenings ladys home make decide travel
The Night of the Hunter,thriller crime united artists criterion collection deep south serialkilling preacher hunts young children know whereabouts stash money
Rebel Without a Cause,drama warner bros moving town troublemaking teen stark supposed clean slate although town brings problems searching stability stark forms bond disturbed classmate plato falls local girl judy however judy girlfriend neighborhood tough buzz buzz violently confronts challenges drag race kids real troubles begin
Seven Samurai,action drama toho company samurai answers villages request protection falls hard times town needs protection bandits samurai gathers others help teach people defend villagers provide soldiers food giant battle occurs bandits attack village
Dial M for Murder,crime mystery thriller warner bros extennis carries plot wife murdered discovering affair assumes soon leave anyway things wrong improvises plan frame murder instead
On the Waterfront,crime drama columbia pictures horizon pictures terry malloy dreams prize fighter tending pigeons running errands docks johnny friendly corrupt boss dockers union terry witnesses murder johnnys thugs later meets dead mans sister feels responsible death introduces father barry tries force provide information courts smash dock racketeers
Rear Window,drama mystery thriller paramount pictures professional photographer jeff jeffries breaks getting action shot auto race confined york apartment spends time looking rear window observing neighbors begins suspect across courtyard murdered wife jeff enlists help high society fashionconsultant girlfriend lisa freemont visiting nurse stella investigate
Roman Holiday,comedy romance paramount pictures overwhelmed suffocating schedule touring european princess takes night rome sedative took doctor kicks however falls asleep park bench found american reporter bradley takes back apartment safety work next morning finds anns regal identity bets editor exclusive interview romance soon gets
High Noon,western united artists stanley kramer productions high noon recently freed leader gang bandits desert looking revenge sheriff jail legendary western film austrian director fred zinnemann
