title,tag_stem
The SpongeBob Movie: Sponge Out of Water,spongebob collection animation adventure comedy family paramount pictures nickelodeon movies nickelodeon animation studios united plankton pictures disruption entertainment paramount animation burger beard pirate search final page magical book makes evil plan writes come true happens krabby patty secret formula entire city bikini bottom danger spongebob patrick krabs squidward sandy plankton need quest takes surface order back recipe save city gang must retrieve book transform superheroes
Focus,romance comedy crime drama kramer sigman films ratpacdune entertainment zaftig films nicky veteran artist takes novice named jess wing nicky teaches jess tricks trade pair become romantically involved jess gets uncomfortably close nicky ends relationship three years later nicky buenos aires working dangerous scheme jess accomplished femme fatale unexpectedly shows appearance throws nicky loop time afford game
Hot Tub Time Machine 2,time machine collection comedy paramount pictures united artists metrogoldwynmayer become father internet shot unknown assailant jacob nick fire time machine save friend
Crimson Peak,mystery thriller fantasy horror drama legendary pictures aftermath family tragedy aspiring author torn love childhood friend temptation mysterious outsider trying escape ghosts past swept away house breathes bleeds remembers
Victoria,drama romance thriller arte radical media monkeyboy young spanish woman newly moved berlin finds flirtation local turn potentially deadly night friends reveals dangerous secret
The Boy Next Door,thriller universal pictures nuyorican productions blumhouse productions smart entertainment recently cheated married woman falls younger moved next door torrid affair soon takes dangerous turn
The Wedding Ringer,comedy miramax films screen gems lstar capital doug harris loveable socially awkward groomtobe problem best less weeks marries girl dreams doug referred jimmy callahan owner best company provides flattering best socially challenged guys need ensues hilarious wedding charade pull unexpected budding bromance doug fake best jimmy
Paper Towns,drama mystery romance pictures quentin jacobsen spent lifetime loving magnificently adventurous margo roth spiegelman afar cracks open window climbs back lifedressed like ninja summoning ingenious campaign revengehe follows allnighter ends breaks arrives school discover margo always enigma become mystery soon learns cluesand theyre urged disconnected path closer gets less sees girl thought knew
Insurgent,divergent collection adventure science fiction thriller summit entertainment mandeville films wagon entertainment neoreel beatrice prior must confront inner demons continue fight powerful alliance threatens tear society apart
San Andreas,action drama thriller line cinema village roadshow pictures warner bros flynn picture company aftermath massive earthquake california rescuechopper pilot makes dangerous journey across state order rescue estranged daughter
Self/less,science fiction mystery thriller endgame entertainment bergman productions extremely wealthy elderly dying cancer undergoes radical medical procedure transfers consciousness body healthy young everything good seems starts uncover mystery bodys origins secret organization kill keep secrets
Look Who's Back,comedy constantin film adolf hitler wakes vacant berlin knowledge anything happened homeless destitute although everyone recognizes nobody believes hitler instead think either comedian method actor
Bridge of Spies,thriller drama dreamworks amblin entertainment studio babelsberg pictures marc platt productions participant media reliance entertainment entertainment cold soviet union captures pilot francis gary powers shooting plane sentenced years prison powers hope york lawyer james donovan recruited operative negotiate release donovan boards plane berlin hoping young mans freedom prisoner exchange goes well russians would rudolf abel convicted donovan defended court
The Little Prince,adventure animation fantasy onyx films netflix orange studios citymation entertainment zippcast films based bestseller book little prince movie tells story little girl lives resignation world efficiency work dogmas everything change accidentally discovers neighbor tell story little prince
Hotel Transylvania 2,hotel transylvania collection animation comedy family columbia pictures sony pictures animation oldoldoldfashioned vampire vlad arrives hotel impromptu family gettogether hotel transylvania collision supernatural oldschool modern cool
Burnt,drama double feature films peapie films arts entertainment adam jones chef destroyed career drugs diva behavior cleans returns london determined redeem spearheading restaurant gain three michelin stars
Hardcore Henry,action adventure science fiction bazelevs production huayi brothers media versus pictures henry newly resurrected cyborg must save wifecreator clutches psychotic tyrant telekinetic powers akan army mercenaries fighting alongside henry jimmy henrys hope make hardcore takes place course moscow russia
Spotlight,drama thriller history universal pictures participant media anonymous content rocklin faust first look media true story boston globe uncovered massive scandal child abuse coverup within local catholic archdiocese shaking entire catholic church core
The Brand New Testament,comedy fantasy caviar films pacte radio vision belge francophone rtbf climax films orange ries centre laudiovisuel ration walloniebruxelles shelter gouvernement belgique casa kafka pictures orange studios fonds national soutien production audiovisuelle luxembourg wallonie vlaams audiovisueel fonds juliette films terra incognita films luge betv paribas fortis film finance belga productions screen flanders belga films fund lives brussels earth though coward pathetical morals odious family daughter bored home cant stand locked small apartment ordinary brussels decides revolt
Everest,adventure drama universal pictures working title films walden media cross creek pictures free state pictures studios inspired incredible events surrounding treacherous attempt reach summit worlds highest mountain everest documents aweinspiring journey different expeditions challenged beyond limits fiercest snowstorms ever encountered mankind mettle tested harshest elements found planet climbers face nearly impossible obstacles lifelong obsession becomes breathtaking struggle survival
The Night Before,comedy sony pictures point grey pictures good universe york city annual tradition christmas debauchery three lifelong best friends find holy grail christmas parties since yearly reunion might coming
High-Rise,drama ingenious media hanway films scope pictures recorded picture company northern ireland screen life residents tower block begins control
Daddy or Mommy,papa maman collection comedy films pathe umedia chapter fargo films florence vincent leroy model couple great jobs perfect marriage delightful children want divorce equal success simultaneously promoted dream jobs relationship becomes nightmare moment gloves exes declare everything power custody children
Knock Knock,drama thriller universum film dragonfly entertainment black bear pictures sobras international pictures camp grey lionsgate premiere devoted husband father left home alone weekend stranded young women unexpectedly knock door help starts kind gesture results dangerous seduction deadly game mouse
The Transporter Refueled,transporter collection thriller action crime europacorp fastpaced action movie criminal underworld france frank martin known transporter best driver mercenary money installment meets anna attempt take group ruthless russian human traffickers also kidnapped frank father
6 Years,romance drama young couple bound seemingly ideal love begins unravel unexpected opportunities spin volatile violent path threaten future always imagined
Beasts of No Nation,drama participant media focus features crown productions drama based experiences child soldier fighting civil unnamed african country follows journey young forced join group soldiers fictional west african country fears commander many around fledgling childhood brutally shattered raging country first torn conflicting revulsion fascination depicts mechanics away explicit visceral detail paints complex difficult picture child soldier
The Danish Girl,drama pretty pictures working title films productions shelter gouvernement belgique taxshelter shelter productions senator global productions kvinde films revision pictures copenhagen film fund gerda wegener asks husband einar fill portrait model einar discovers person shes meant begins living life lili elbe realized true self gerdas love support lili embarks groundbreaking journey transgender pioneer
Legend,crime thriller working title films cross creek pictures anton capital entertainment suave charming volatile reggie kray unstable twin brother ronnie start leave mark london underworld using violence want siblings orchestrate robberies murders running nightclubs protection rackets police detective leonard nipper read heels brothers continue rapid rise power achieve tabloid notoriety
We Are Your Friends,drama music romance working title films young cole carter dreams hitting time hollywood disc jockey spending days nights hanging buddies working track world fire opportunity comes knocking meets james reed charismatic takes yearold wing soon seemingly clear path success gets complicated starts falling mentors girlfriend jeopardizing friendship future seems destined fulfill
Suffragette,drama history ruby films path film based true events foot soldiers early feminist movement forced underground evade state
Scouts Guide to the Zombie Apocalypse,comedy horror paramount pictures oops doughnuts productions broken road productions brucks entertainment three scouts lifelong friends join forces badass cocktail waitress become world unlikely team heroes peaceful town ravaged zombie invasion fight badge lifetime scouting skills test save mankind undead
Equals,drama romance science fiction scott free productions infinite frameworks studios freedom media route entertainment futuristic love story world emotions eradicated
The Invitation,thriller pandastorm pictures girlfriend kira invited dinner friends house eden partner david although evening appears relaxed soon gets creeping suspicion charming host david something
Circle,horror science fiction votiv films taggart productions could trust jury peers life contestants mysterious death game must make harrowing decisions strategize survival psychological scifi thriller
Joy,drama comedy pictures davis entertainment annapurna pictures entertainment story based life struggling long island single became countrys successful entrepreneurs
Goosebumps,adventure horror comedy columbia pictures village roadshow pictures original film sony pictures animation sony pictures entertainment scholastic entertainment lstar capital teenager teams daughter young adult horror author stine writers imaginary demons free town madison delaware
Eye in the Sky,drama thriller entertainment moonlighting films raindog films military officer command drone operation capture terrorists kenya sees mission escalate capture kill nineyear girl enters kill zone
They Call Me Jeeg Robot,action drama comedy thriller science fiction cinema goon films enzo ceccotti comes contact radioactive substance accidently discovers superpowers touchy navelgazing introvert sure capabilities wonders life crime changes meets alessia convinced hero famous japanese comic strip steel jeeg robot
Alvin and the Chipmunks: The Road Chip,alvin chipmunks collection adventure animation comedy family regency enterprises pictures sunswept entertainment bagdasarian productions entertainment series misunderstandings alvin simon theodore come believe dave going propose girlfriend york city dump three days stop proposal
Ip Man 3,collection action drama history mandarin films distribution band brutal gangsters crooked property developer make play take city master forced take stand
Sisters,comedy little stranger disconnected sisters summoned clean childhood bedrooms parents sell family home
Daddy's Home,daddy home collection comedy paramount pictures gary sanchez productions granite pictures story mildmannered radio executive ferrell strives become best stepdad ever wifes children complications ensue freewheeling freeloading real father arrives forcing stepdad compete affection kids
The Ridiculous 6,comedy western happy madison productions longlost outlaw father returns tommy white knife stockburn goes adventurefilled journey across west five brothers
The Big Short,comedy drama paramount pictures plan entertainment regency enterprises made millions global economic meltdown
Babysitting 2,babysitting comedy films axel films madame films franck girlfriend sonya plus friends holiday brazil franck friends girls sonyas grandmother leave visit cave everything goes wrong crazy adventures begin
The Wave,action drama thriller fantefilm film based fact mountain party kneset located geiranger fjord norway race create violent tsunami meters crush everything path hits land geiranger geologist gets caught middle race time begins
Point Break,action crime thriller studio babelsberg alcon entertainment entertainment ehman productions young undercover agent infiltrates gang thieves share common interest extreme sports remake film point break
Heist,crime action thriller emmettfurla films silver plane films mass hysteria entertainment vision pictures father without means daughters medical treatment last resort partners greedy coworker casino things awry theyre forced hijack city
Solace,crime drama mystery line cinema eden rock media grindstone entertainment group filmnation entertainment silver reel venture forth flynn picture company lionsgate premiere supersensory psychic doctor john clancy works special agent search serial killer lived isolation years since death daughter clancy asked friend special agent help solve several murders committed serial killer
Creed,rocky collection drama line cinema warner bros metrogoldwynmayer chartoff winkler productions former world heavyweight champion rocky balboa serves trainer mentor adonis johnson late friend former rival apollo creed
The Peanuts Movie,animation blue studios twentieth century animation snoopy embarks upon greatest mission team take skies pursue archnemesis best charlie brown begins epic quest back home
Concussion,drama columbia pictures village roadshow pictures scott free productions lstar capital cantillon company shuman company dramatic thriller based incredible true david goliath story american immigrant bennet omalu brilliant forensic neuropathologist made first discovery footballrelated brain trauma player fought truth known omalus emotional quest puts dangerous odds powerful institutions world
Trumbo,drama groundswell productions inimitable pictures shivhans pictures career screenwriter dalton trumbo halted witch hunt late defies anticommunist huac committee blacklisted
The Dressmaker,drama screen australia film media white productions ingenious senior film fund embankment films australia beautiful talented dressmaker tilly returns tiny hometown right wrongs past tries reconcile mother starts fall love transforming fashion town
The 33,drama history alcon entertainment phoenix pictures fabula half circle based true story collapse mine jose chile left miners isolated underground days
Paranormal Activity: The Ghost Dimension,paranormal activity collection horror thriller paramount pictures blumhouse productions using special camera spirits family must protect daughter evil entity sinister plan
Bone Tomahawk,horror western adventure drama caliber media company fyzz facility realbuilder productions shootout saloon sheriff hunt injures suspicious stranger villagers takes care prison disappear spear cannibal tribe found hunt search prisoner nurse
Victor Frankenstein,drama science fiction thriller twentieth century film corporation davis entertainment moving picture company entertainment eccentric scientist victor frankenstein creates grotesque creature unorthodox scientific experiment
The Boy and the Beast,fantasy action adventure animation toho company dentsu fukuoka broadcasting system miyagi television broadcasting kadokawa dream partners studio chizu nippon television network video audio project kyuta living shibuya kumatetsu lonesome beast jutengai imaginary world kyuta forays imaginary world looking back meets kumatetsu becomes spirit guide encounter leads many adventures
The Last Witch Hunter,fantasy action adventure summit entertainment atmosphere entertainment race films goldmann pictures neoreel aperture entertainment films modern world holds many secrets astounding witches still live among vicious supernatural creatures intent unleashing black death upon world putting human race armies witch hunters battled unnatural enemy centuries including kaulder valiant warrior many years slayed allpowerful witch queen decimating followers process moments right death queen cursed kaulder immortality forever separating beloved wife daughter today kaulder last living hunter spent immortal life tracking rogue witches yearning longlost family
Dragon Ball Z: Resurrection 'F',dragon ball movie collection action adventure animation fantasy toei animation twentieth century peaceful earth remnants friezas army named sorbet tagoma arrive searching dragon balls reviving frieza succeed frieza subsequently seeks revenge saiyans
Tale of Tales,romance fantasy horror hanway films cinema pacte fonds eurimages conseil leurope recorded picture company apulia film commission regione lazio banca popolare vicenza ministero beni attivit culturali mibac archimede gamenet morato pane idee amer sparta films fantasy film horror elements tale tales loosely inspired century collection fairy tales name italian writer giambattista basile
Irrational Man,mystery drama sony pictures gravier productions perdido productions small town college campus philosophy professor existential crisis gives life purpose enters relationship student
The Revenant,western drama adventure thriller regency enterprises appian catchplay anonymous content regency pictures hong kong alpha motion pictures ratpac entertainment productions monarchy enterprises sarl frontiersman hugh glass sets path vengeance left dead bear mauling
Mustang,drama filmf rderungsanstalt canal doha film institute zdfarte centre national matographie kinology film medienstiftung doha film institute vistamar filmproduktion uhlandfilm film turkish culture ministry turkish village five orphaned sisters live strict rule members family prepare arranged marriages
Krampus,horror comedy fantasy universal pictures legendary pictures horror comedy based ancient legend pagan creature punishes children christmas
Dark Places,drama mystery thriller denver delilah productions mandalay vision exclusive media group hugo productions cuatro plus films vinci media ventures daryl prince productions woman survived brutal killing family child forced confront events
The Gallows,horror thriller line cinema blumhouse productions management tremendum pictures years horrific accident small town school play students school resurrect failed show misguided attempt honor anniversary tragedy soon discover things better left alone
The Walk,adventure drama thriller tristar pictures sony pictures entertainment imagemovers story french highwire artist philippe petits attempt cross twin towers world trade center
The Man from U.N.C.L.E.,comedy action adventure davis entertainment warner bros wigram productions ratpacdune entertainment height cold mysterious criminal organization plans nuclear weapons technology upset fragile balance power united states soviet union agent napoleon solo agent illya kuryakin forced aside hostilities work together stop evildoers tracks duos lead daughter missing german scientist must find soon prevent global catastrophe
Magic Mike XXL,magic mike collection comedy drama music warner bros iron horse entertainment three years mike bowed stripper life game remaining kings tampa road myrtle beach last blowout performance
Sicario,action crime drama mystery thriller lionsgate thunder road pictures black label media young female agent joins secret operation take mexican cartel boss ends pushing ethical moral values limit
Amy,documentary music corner films universal music documentary life winehouse immensely talented doomed songstress teen years already showed singing abilities finding success downward spiral alcoholism drugs
Vacation,national lampoon vacation collection comedy line cinema benderspink david dobkin productions hoping bring family closer together recreate childhood vacation kids grown rusty griswold takes wife sons crosscountry road trip coolest theme park america walley world needless things dont quite planned
Macbeth,history drama studio canal seesaw films creative scotland film anton capital entertainment films feature film adaptation shakespeares scottish play general macbeth whose ambitious wife urges wicked means order gain power throne sitting king duncan
Steve Jobs,drama history universal pictures scott rudin productions legendary pictures mark gordon company management cloud eight films backstage three iconic product launches ending unveiling imac steve jobs takes behind scenes digital revolution paint intimate portrait brilliant epicenter
Spectre,james bond collection action adventure crime columbia pictures danjaq cryptic message bond past sends trail uncover sinister organization battles political forces keep secret service alive bond peels back layers deceit reveal terrible truth behind spectre
Black Mass,crime drama infinitum nihil head gear films cross creek pictures free state pictures ratpacdune entertainment grisbi productions vendian entertainment true story whitey bulger brother state senator infamous violent criminal history south boston became informant take mafia family invading turf
Ted 2,collection comedy universal pictures fuzzy door productions bluegrass films smart entertainment media rights capital newlywed couple tamilynn want baby order qualify parent prove person court
The Good Dinosaur,adventure animation family walt disney pictures pixar animation studios epic journey world dinosaurs apatosaurus named arlo makes unlikely human friend
Absolutely Anything,comedy science fiction phoenix pictures bill productions eccentric aliens give power anything wants determine earth worth saving
Southpaw,action drama escape artists richeludwig productions billy great hope reigning junior middleweight boxing champion impressive career loving wife daughter lavish lifestyle however tragedy strikes billy hits rock bottom losing family house manager soon finds unlikely savior tick willis former fighter trains citys toughest amateur boxers future line hope fights reclaim trust loves
Minions,despicable collection family animation adventure comedy universal pictures illumination entertainment minions stuart kevin recruited scarlet overkill supervillain alongside inventor husband herb hatches plot take world
Love,drama romance wild bunch zone rectangle productions scope pictures features murphy american living paris enters highly sexually emotionally charged relationship unstable electra unaware seismic effect relationship invite pretty neighbor
American Ultra,comedy action lionsgate likely story filmnation entertainment circle confusion bridge finance company merced media partners palmstar media american ultra fastpaced action comedy mike seemingly hapless unmotivated stoner whose smalltown life livein girlfriend phoebe suddenly turned upside unbeknownst mike actually highly trained lethal sleeper agent blink secret past comes back haunt mike thrust middle deadly government operation forced summon inner actionhero order survive
Sinister 2,sinister collection horror alliance films blumhouse productions global automatik entertainment entertainment tank caterpillar steady young mother twin sons move rural house thats marked death
Secret in Their Eyes,crime drama mystery ingenious media gran productions global entertainment route entertainment union investment partners site productions willies movies tightknit team investigators along district attorney supervisor suddenly torn apart discover teenage daughters brutally murdered
The Visit,horror thriller blumhouse productions blinding edge pictures terrifying story brother sister sent grandparents remote pennsylvania farm weeklong trip children discover elderly couple involved something deeply disturbing chances getting back home growing smaller every
No Escape,action thriller bold films living films brothers dowdle productions overseas home american family soon finds caught middle coup frantically look safe escape environment foreigners immediately executed
Cop Car,thriller park pictures audax films dark arts film kids find centre deadly game mouse taking sheriffs cruiser ride
Lava,animation family pixar animation studios story follows love story volcanoes lele features song lava written murphy performed kuana torres kahele napua greig voice volcanoes
The Gift,thriller mystery blumhouse productions bluetongue films huayi brothers media entertainment ahimsa films husband wife reinvigorate relationship lives threatened friend husbands past holds horrifying secret sending world tailspin
Room,drama thriller film canada film element pictures irish film board filmnation entertainment trace camping elevation pictures jack young years lived life room believes everything within real things world happen suddenly tells things outside room
Straight Outta Compton,drama music line cinema universal pictures legendary pictures cube vision broken chair flickz crucial films five young using brutally honest rhymes hardcore beats frustration anger life dangerous place america powerful weapon music taking back began straight outta compton tells true story cultural rebels armed lyrics swagger bravado talent stood authorities meant keep formed world dangerous group spoke truth exposed life hood voice ignited social revolution still reverberating today
Descendants,descendants collection adventure action comedy family walt disney television presentday idyllic kingdom benevolent teenage king adam queen belle offers chance redemption troublemaking offspring disneys classic villains cruella carlos maleficent evil queen evvie jafar
The Intern,comedy waverly films warner bros yearold widower whittaker discovered retirement isnt cracked seizing opportunity back game becomes senior intern online fashion site founded jules ostin
Anomalisa,animation comedy drama romance starburns industries crippled mundanity life experiences something ordinary
The Equalizer,thriller action crime columbia pictures village roadshow pictures escape artists mace neufeld productions lstar capital lonetree entertainment equalizer denzel washington plays mccall believes mysterious past behind dedicated beginning quiet life mccall meets teri chlo grace moretz young girl control ultraviolent russian gangsters stand idly help armed hidden skills allow serve vengeance anyone would brutalize helpless mccall comes selfimposed retirement finds desire justice reawakened someone problem odds stacked nowhere else turn mccall help equalizer
22 Jump Street,jump street collection crime comedy action columbia pictures original film media rights capital metrogoldwynmayer cannell studios lstar capital andout productions productions making high school twice changes store officers schmidt jenko deep undercover local college jenko meets kindred spirit football team schmidt infiltrates bohemian major scene begin question partnership dont crack case figure mature relationship overgrown adolescents grow freshmen real college might best thing ever happened
How to Train Your Dragon 2,train dragon collection fantasy action adventure animation comedy family dreamworks animation hatter entertainment thrilling second chapter epic train dragon trilogy brings back fantastical world hiccup toothless five years later astrid snotlout rest gang challenging dragon races islands favorite contact sport inseparable pair journey skies charting unmapped territories exploring worlds adventures leads discovery secret cave home hundreds wild dragons mysterious dragon rider friends find center battle protect peace
Birdman,drama comedy worldview entertainment regency pictures entertainment grisbi productions productions fading actor best known portrayal popular superhero attempts mount comeback appearing broadway play opening night approaches attempts become altruistic rebuild career reconnect friends family prove difficult expected
Boyhood,drama films detour filmproduction film tells story divorced couple trying raise young story follows twelve years first grade grade examines relationship parents grows
Transformers: Age of Extinction,transformers collection science fiction action adventure paramount pictures amblin entertainment bonaventura pictures platinum dunes china movie channel hasbro studios bryce productions revolution studios humanity picks pieces following conclusion transformers dark moon autobots decepticons vanished face planet however group powerful ingenious businessman scientists attempt learn past transformer incursions push boundaries technology beyond control ancient powerful transformer menace sets earth crosshairs
Frank,comedy drama mystery element pictures film runaway fridge productions comedy young wannabe musician domhnall gleeson discovers bitten chew joins eccentric band mysterious enigmatic frank michael fassbender
Tammy,comedy line cinema gary sanchez productions losing learning husband unfaithful woman hits road profane harddrinking grandmother
The Guest,mystery thriller action hanway films snoot entertainment soldier introduces peterson family claiming friend died action young welcomed home series accidental deaths seem connected presence
Let's Be Cops,comedy twentieth century film corporation wideawake genre films ultimate buddy movie except thing theyre cops struggling pals dress police officers costume party become neighborhood sensations newlyminted heroes tangled real life mobsters dirty detectives must fake badges line
The Fault in Our Stars,romance drama pictures temple hill entertainment entertainment despite tumorshrinking medical miracle bought years hazel never anything terminal final chapter inscribed upon diagnosis patient named augustus waters suddenly appears cancer support group hazels story completely rewritten
Maps to the Stars,drama integral film prospero pictures productions sentient entertainment driven intense need fame validation members dysfunctional hollywood dynasty lives dramatic movie
Whiplash,drama bold films blumhouse productions right films direction ruthless instructor talented young drummer begins pursue perfection cost even humanity
Serial (Bad) Weddings,comedy catholic french couple sees life upside four daughters married different religion origins
Edge of Tomorrow,action science fiction village roadshow pictures warner bros media province british columbia production services credit arts entertainment ratpacdune entertainment major bill cage officer never seen combat unceremoniously demoted dropped combat cage killed within minutes managing take alpha alien awakens back beginning forced fight physical contact alien thrown time loop
A Million Ways to Die in the West,comedy western media rights capital fuzzy door productions bluegrass films media cowardly farmer begins fall mysterious woman town must newfound courage test husband notorious gunslinger announces arrival
Maleficent,fantasy adventure action family romance walt disney pictures walt disney studios motion pictures roth films untold story disneys iconic villain classic sleeping beauty beautiful purehearted young woman maleficent idyllic life growing peaceable forest kingdom invading army threatens harmony land maleficent rises lands fiercest protector ultimately suffers ruthless betrayal begins turn heart stone bent revenge maleficent faces epic battle invading kings successor result places curse upon newborn infant aurora child grows maleficent realizes aurora holds peace kingdom maleficents true happiness well
Blended,comedy happy madison productions karz entertainment warner bros gulfstream pictures blind date woman find stuck together resort families attractions grows respective kids benefit burgeoning relationship
The Normal Heart,drama plan entertainment blumhouse productions films ryan murphy productions twentieth century television story onset hivaids crisis york city early taking unflinching look nations sexual politics activists allies medical community fight expose truth burgeoning epidemic city nation denial
Chef,comedy prescience fairview entertainment altus media chef carl casper suddenly quits prominent angeles restaurant refusing compromise creative integrity controlling owner left figure whats next finding miami teams exwife friend launch food truck taking road chef carl goes back roots reignite passion kitchen zest life love
Palo Alto,drama rabbitbandini productions tribeca film palo alto weaves together three stories teenage lust boredom selfdestruction sensitive april torn illicit flirtation soccer coach unrequited crush sweet stoner teddy emily offers sexual favors cross path increasingly dangerous exploits teddy best friend fred whose behavior sociopathic
The Babadook,drama thriller horror south australian film corporation screen australia smoking productions causeway films single mother plagued violent death husband battles sons fear monster lurking house soon discovers sinister presence around
The Purge: Anarchy,purge collection horror thriller universal pictures productions platinum dunes blumhouse productions action three groups people trying survive purge night stories intertwine left stranded purge trying survive chaos violence occurs
Gone Girl,mystery thriller drama twentieth century film corporation regency enterprises regency pictures pacific standard entertainment artemple hollywood wifes disappearance become focus intense media circus sees spotlight turned suspected innocent
Blue Ruin,crime thriller film science madness neighborhood watch paradise city quiet life beach upended dreadful news sets childhood home carry vengeance proves inept assassin finds brutal fight protect estranged family
If I Stay,drama line cinema metrogoldwynmayer based gayle formans novel name stay story gifted classical musician boyfriend adam coming indierock star torn paths life relationship forced make even starker choice life death caught fatal accident family snowy morning oregon
The Giver,drama science fiction weinstein company walden media tonik productions asis productions seemingly perfect community without pain suffering differences choice young chosen learn elderly true pain pleasure real world
Teenage Mutant Ninja Turtles,teenage mutant ninja turtles remake collection science fiction action adventure fantasy comedy paramount pictures nickelodeon movies platinum dunes city needs heroes darkness settled york city shredder evil foot clan iron grip everything police politicians future grim four unlikely outcast brothers rise sewers discover destiny teenage mutant ninja turtles turtles must work fearless reporter april wisecracking cameraman vern fenwick save city unravel shredders diabolical plan
"Two Days, One Night",drama distribuzione films fleuve archipel vlaams audiovisueel fonds canal eyeworks france television radio vision belge francophone rtbf belgacom france media programme european community euroimages sandra young woman weekend convince colleagues must give bonuses order keep easy task economy
The Hundred-Foot Journey,drama amblin entertainment harpo films participant media imagenation dhabi reliance entertainment touchstone pictures dreamworks studios story centered around indian family moves france opens restaurant across street michelinstarred french restaurant
Housebound,horror comedy thriller semiprofessional kylie bucknell sentenced home detention shes forced come terms unsociable behaviour blabbering mother hostile spirit seems less happy living arrangement
Magic in the Moonlight,comedy drama romance perdido productions harbor picture company french riviera master magician commissioned expose psychic fraud
Step Up All In,step collection romance drama music summit entertainment offspring entertainment allstars previous step installments come together glittering vegas battling victory could define dreams careers
Wish I Was Here,drama comedy double feature films wild bunch worldview entertainment aidan bloom struggling actor father husband years still trying find purpose life wife barely getting financially aidan passes time fantasizing great futuristic spaceknight always dreamed little ailing father longer afford private school kids available public school last legs aidan reluctantly agrees attempt homeschool teaching life aidan gradually discovers parts couldnt find
The Pyramid,horror international productions sahara productions silvatar media team archaeologists unearths ancient pyramid buried deep beneath egyptian desert search pyramids depths become hopelessly lost dark endless catacombs searching become desperate seek daylight come realize arent trapped hunted
Dawn of the Planet of the Apes,planet apes reboot collection science fiction action drama thriller ingenious media chernin entertainment entertainment group scientists francisco struggle stay alive aftermath plague wiping humanity caesar tries maintain dominance community intelligent apes
Hercules,action adventure paramount pictures metrogoldwynmayer radical studios flynn picture company fourteen hundred years tormented soul walked earth neither hercules powerful king zeus received nothing suffering entire life twelve arduous labors loss family dark worldweary soul turned back gods finding solace bloody battle years warmed company similar souls bond love fighting presence death woman never question fight much paid king thrace hired mercenaries train become greatest army time time bunch lost souls finally eyes opened fallen must train army become ruthless blood thirsty reputation become
The Expendables 3,expendables collection action adventure thriller davisfilms image films lionsgate millennium films productions fipex holding barney christmas rest team comes facetoface conrad stonebanks years cofounded expendables barney stonebanks subsequently became ruthless arms trader someone barney forced kill thought stonebanks eluded death making mission expendables barney plans barney decides fight blood blood brings expendables team members recruiting individuals younger faster techsavvy latest mission becomes clash classic oldschool style versus hightech expertise expendables personal battle
The Signal,thriller science fiction automatik entertainment spark films signal film group three college students road trip across southwest experience detour tracking computer genius already hacked exposed security faults trio find drawn eerily isolated area suddenly everything goes dark students regains consciousness finds waking nightmare
Guardians of the Galaxy,guardians galaxy collection action science fiction adventure marvel studios moving picture company bulletproof cupid revolution studios light years earth years abducted peter quill finds prime target manhunt discovering wanted ronan accuser
"As Above, So Below",horror thriller universal pictures legendary pictures brothers dowdle productions team explorers ventures catacombs beneath streets paris uncover dark secret lies within city dead
Sin City: A Dame to Kill For,city collection crime thriller miramax films troublemaker studios films aldamisa entertainment demarest films solipsist film residaco citys hardboiled citizens cross paths reviled inhabitants
I Origins,science fiction drama verisimilitude bersin pictures wework studios origins follows molecular biologist studying evolution human finds work permeating life brief encounter exotic young woman slips away research continues years later partner make stunning scientific discovery reaching implications complicates scientific spiritual beliefs traveling half around world risks everything ever known validate theory
Sex Tape,comedy escape artists media rights capital sony pictures entertainment lstar capital annie first together romantic connection intense years kids later flame love needs spark kick things notch decide make video trying every position marathon threehour session seems like great idea discover private video longer private reputations line know click away laid bare world race reclaim video leads night theyll never forget theyll find video expose even bargained
Deliver Us from Evil,thriller crime horror jerry bruckheimer films screen gems lstar capital frightening wave violence sweeps york city troubled sarchie fails find rational explanation bizarre crimes however eyes opened frightening alternate reality renegade jesuit priest mendoza convinces demonic possession blame gruesome murders together wage valiant supernatural struggle city otherworldly evil
A Most Wanted Man,thriller senator film produktion lionsgate filmnation entertainment film demarest films factory potboiler productions amusement park films halfchechen halfrussian tortured halftodeath immigrant turns hamburgs islamic community laying claim fathers gotten fortune german security agencies take close interest clock ticks stakes rise race establish wanted mans true identity oppressed victim destructionbent extremist
The Zero Theorem,drama fantasy science fiction pacte zanuck independent voltage pictures mediapro pictures zephyr films picture perfect corporation wild side films computer hackers goal discover reason human existence continually finds work interrupted thanks management time send teenager lusty love interest distract
Walk of Shame,comedy lakeshore entertainment sidney kimmel entertainment filmdistrict reporters dream becoming news anchor compromised onenight stand leaves stranded downtown without phone money hours make important interview life
"I, Frankenstein",horror thriller lakeshore entertainment sidney kimmel entertainment lionsgate hopscotch films years shocking creation frankensteins creature adam still walks earth finds middle fate humanity adam discovers holds could destroy humankind
Under the Skin,thriller science fiction drama scottish screen film council filmnation entertainment nick wechsler productions creative scotland british film institute film silver reel films jonathan glazers atmospheric visually arresting abstraction stars scarlett johansson seductive alien prowls streets glasgow search prey unsuspecting fall spell consumed strange liquid pool
Mr. Peabody & Sherman,animation adventure family pacific data images dreamworks animation classic media productions bullwinkle studios young happens geniuslevel spring action timetravel machine stolen moments history begin changed
